judul,vektor
"penerapan algoritma fp-growth untuk menganalisa pola pembelian konsumen  pada data transaksi 
penjualan toko delima jaya","[-0.3072, -0.1345, 0.1202, -0.4168, -0.4518, 0.2863, -0.4071, 0.4805, 0.1281, 0.0673, -0.1476, 0.3284, 0.1107, 0.3089, -0.2473, 0.5037, -0.4064, 0.2161, 0.3375, -0.3714, 0.3932, -0.2485, -0.5723, 0.6508, 0.0962, -0.052, 0.5113, 0.4265, 0.064, -0.0084, -0.1683, 0.0235, 0.33, -0.1216, 0.1274, 0.0569, -0.2344, -0.38, -0.5175, 0.1423, 0.2466, -0.0043, 0.3886, 0.1173, 0.2153, -0.4031, -0.2852, 0.0106, -0.023, 0.5211]"
"mapping respon publik terhadap kebijakan gubernur dki jakarta dalam penanganan covid-19 
dengan teknikanalysis sentiment menggunakan support vector machine","[-0.284, -0.1255, 0.1088, -0.3829, -0.415, 0.2656, -0.3742, 0.44, 0.1183, 0.0621, -0.1386, 0.3065, 0.1041, 0.2874, -0.2306, 0.4654, -0.3722, 0.2006, 0.3074, -0.3444, 0.3603, -0.2312, -0.5249, 0.6006, 0.0859, -0.0459, 0.4729, 0.3939, 0.0605, -0.0081, -0.1506, 0.0251, 0.3069, -0.1162, 0.1125, 0.0547, -0.2185, -0.3511, -0.4792, 0.1308, 0.2319, 0.0024, 0.3598, 0.1114, 0.1991, -0.3736, -0.2635, 0.0084, -0.0239, 0.4827]"
"perbandingan algoritma k-nearest neighbor (k-nn) dan id3 untuk prediksi kelulusan mahasiswa fakultas teknik
universitas muhammadiyah jember","[-0.2919, -0.1283, 0.1115, -0.3968, -0.4329, 0.2727, -0.3914, 0.4538, 0.1229, 0.0674, -0.1454, 0.3186, 0.1094, 0.3003, -0.2392, 0.486, -0.3875, 0.2092, 0.3182, -0.3573, 0.3766, -0.2413, -0.545, 0.6259, 0.0891, -0.0477, 0.4941, 0.4096, 0.0635, -0.0117, -0.1529, 0.0293, 0.318, -0.1184, 0.1155, 0.0594, -0.2259, -0.3627, -0.4968, 0.1355, 0.2402, 0.0039, 0.3754, 0.1151, 0.2069, -0.3882, -0.276, 0.006, -0.0261, 0.4994]"
clustering provinsi di indonesia berdasarkan produktivitas pangan dengan algoritma fuzzy c-means ,"[-0.2935, -0.1221, 0.1206, -0.4022, -0.4541, 0.2723, -0.3933, 0.4607, 0.1186, 0.0648, -0.1484, 0.31, 0.106, 0.3026, -0.2444, 0.4944, -0.3991, 0.2137, 0.3308, -0.3709, 0.3847, -0.2358, -0.5594, 0.6429, 0.0895, -0.0446, 0.4916, 0.4204, 0.0685, -0.0116, -0.1572, 0.0234, 0.3249, -0.1147, 0.1336, 0.052, -0.2272, -0.3755, -0.5054, 0.1377, 0.2363, -0.0123, 0.3768, 0.1171, 0.21, -0.3938, -0.2743, 0.0039, -0.0219, 0.5008]"
analisa kemiripan judul skripsi dengan algoritma winnowing program studi teknik informatika universitas muhammadiyah jember,"[-0.2871, -0.1237, 0.1094, -0.3849, -0.4181, 0.2683, -0.3787, 0.4415, 0.1179, 0.065, -0.1396, 0.3068, 0.1007, 0.2894, -0.2314, 0.4687, -0.3738, 0.2005, 0.3068, -0.3427, 0.3642, -0.2335, -0.5267, 0.6019, 0.0871, -0.0475, 0.4738, 0.3971, 0.0607, -0.0094, -0.1525, 0.0226, 0.3075, -0.117, 0.115, 0.055, -0.2194, -0.351, -0.4804, 0.1308, 0.2336, 0.001, 0.3636, 0.1083, 0.1981, -0.3753, -0.2634, 0.0078, -0.0246, 0.4826]"
"pengelompokkan provinsi di indonesia berdasarkan kabupaten/kota yang memiliki sarana kesehatan
menggunakan algoritma partitioning around medoid dengan metode davies bouldin index","[-0.2937, -0.1234, 0.1199, -0.402, -0.4499, 0.2758, -0.3931, 0.4642, 0.1203, 0.0632, -0.1482, 0.3115, 0.1067, 0.302, -0.2434, 0.4936, -0.3985, 0.2124, 0.3285, -0.3692, 0.3844, -0.2372, -0.558, 0.6408, 0.0891, -0.0458, 0.493, 0.4183, 0.068, -0.0107, -0.1592, 0.0261, 0.3227, -0.1158, 0.1299, 0.0566, -0.2275, -0.3738, -0.5071, 0.137, 0.2385, -0.0097, 0.3747, 0.1176, 0.21, -0.3943, -0.2756, 0.0057, -0.0205, 0.5033]"
implementasi metode multi attributive borderapproximation area comparison (mabac) untuk penilaian desa,"[-0.2905, -0.1272, 0.1124, -0.3935, -0.4291, 0.2748, -0.3858, 0.4525, 0.1214, 0.0651, -0.1428, 0.3152, 0.1074, 0.2953, -0.2356, 0.4797, -0.382, 0.2057, 0.3165, -0.3533, 0.3715, -0.2372, -0.541, 0.6173, 0.0885, -0.0481, 0.4858, 0.404, 0.0627, -0.01, -0.1549, 0.0267, 0.3146, -0.1187, 0.1164, 0.0582, -0.2251, -0.3602, -0.4929, 0.1361, 0.2385, -0.0006, 0.37, 0.1139, 0.2027, -0.3835, -0.2704, 0.0074, -0.0239, 0.4958]"
klasifikasi diagnosa gagal ginjal kronismenggunakan algoritma decision tree iterative dichotomiser 3 (id3),"[-0.2925, -0.1285, 0.109, -0.3952, -0.4312, 0.2724, -0.3905, 0.4489, 0.1223, 0.0689, -0.1447, 0.3191, 0.1108, 0.3002, -0.2393, 0.4837, -0.383, 0.2072, 0.3147, -0.3538, 0.3731, -0.2406, -0.5418, 0.6224, 0.0875, -0.0491, 0.4927, 0.4048, 0.0617, -0.0128, -0.1511, 0.0309, 0.3173, -0.1185, 0.1127, 0.0627, -0.2236, -0.3603, -0.4937, 0.1338, 0.238, 0.0072, 0.3742, 0.117, 0.2057, -0.3879, -0.2758, 0.0045, -0.0289, 0.4982]"
"penerapan metode cosine similarity untuk meningkatkan kinerja k-means pada pengelompokan
wilayah penanganan covid di dki jakarta","[-0.2926, -0.1249, 0.1148, -0.3981, -0.44, 0.2748, -0.3901, 0.456, 0.121, 0.0626, -0.1456, 0.3117, 0.1056, 0.2977, -0.2391, 0.487, -0.3913, 0.2083, 0.3219, -0.3611, 0.3794, -0.2372, -0.5486, 0.6292, 0.0904, -0.0459, 0.4878, 0.4119, 0.0653, -0.0084, -0.1567, 0.0261, 0.3201, -0.1171, 0.1237, 0.0568, -0.2253, -0.368, -0.5, 0.1342, 0.2362, -0.0065, 0.3715, 0.1144, 0.2066, -0.3886, -0.2715, 0.0061, -0.0216, 0.498]"
"penerapan algoritma c 4.5 untuk pembentukan tree dalam metode forward chaining untuk mendiagnosa
penyakit tanam an kopi","[-0.2942, -0.1273, 0.112, -0.3976, -0.4344, 0.2811, -0.3931, 0.4602, 0.1239, 0.0644, -0.145, 0.3159, 0.1082, 0.297, -0.2377, 0.4842, -0.3895, 0.2086, 0.3198, -0.357, 0.3782, -0.2381, -0.5455, 0.6256, 0.0903, -0.05, 0.4911, 0.4092, 0.0639, -0.0069, -0.1577, 0.0243, 0.3164, -0.1186, 0.1209, 0.0589, -0.2284, -0.3649, -0.4996, 0.1373, 0.2389, -0.0013, 0.3721, 0.1152, 0.2084, -0.3882, -0.2726, 0.0073, -0.0237, 0.5026]"
"perbandingan fuzzy c-means dan k-means untuk mengelompokkan tingkat buta huruf berdasarkan
provinsi di indonesia","[-0.2878, -0.1219, 0.1159, -0.3944, -0.4399, 0.2688, -0.3856, 0.4499, 0.1173, 0.0632, -0.1438, 0.3063, 0.1038, 0.2966, -0.2389, 0.4818, -0.3878, 0.2067, 0.3199, -0.3597, 0.3744, -0.233, -0.5434, 0.6254, 0.088, -0.0444, 0.4831, 0.4096, 0.0657, -0.0124, -0.1529, 0.0266, 0.3171, -0.1132, 0.1263, 0.0537, -0.223, -0.3651, -0.4931, 0.1348, 0.2324, -0.0072, 0.3691, 0.1141, 0.2042, -0.3847, -0.2704, 0.0049, -0.0245, 0.4897]"
"analisis perbandingan performasi protokol routing spray and wait dengan protokol routing epidemic di
jaringan oportunistik menggunakan the one simulator","[-0.3032, -0.128, 0.1144, -0.4003, -0.4353, 0.2766, -0.3943, 0.4569, 0.1263, 0.0663, -0.1474, 0.3221, 0.1103, 0.2981, -0.2413, 0.4933, -0.3871, 0.2126, 0.3218, -0.3567, 0.3759, -0.2396, -0.5504, 0.6301, 0.0943, -0.0486, 0.4914, 0.4142, 0.0628, -0.0098, -0.158, 0.0219, 0.3256, -0.1205, 0.1213, 0.0587, -0.2303, -0.3675, -0.4979, 0.1392, 0.2426, 0.0023, 0.3772, 0.112, 0.2087, -0.3902, -0.2721, 0.0071, -0.0239, 0.4995]"
sentiment analysis komentar youtube samsung s20 menggunakan metode majority vote,"[-0.2845, -0.1273, 0.1092, -0.3848, -0.4161, 0.2671, -0.3799, 0.4408, 0.12, 0.0645, -0.1409, 0.3113, 0.1069, 0.2891, -0.2329, 0.4696, -0.3754, 0.2015, 0.309, -0.3472, 0.3658, -0.2327, -0.529, 0.6045, 0.0854, -0.0467, 0.4793, 0.3963, 0.0601, -0.0088, -0.1484, 0.0273, 0.311, -0.1177, 0.1121, 0.0547, -0.2196, -0.3533, -0.4806, 0.1331, 0.2346, 0.0082, 0.3652, 0.1154, 0.1995, -0.378, -0.2648, 0.0096, -0.0266, 0.4843]"
"analisis tingkat kepuasan penerimaan peserta didik baru sistem zonasi dengan menggunakan
metode pieces di smp negeri 1 genteng","[-0.2903, -0.1263, 0.1124, -0.3966, -0.4307, 0.2771, -0.3865, 0.457, 0.1209, 0.0611, -0.1424, 0.3146, 0.1062, 0.2974, -0.237, 0.48, -0.3854, 0.2065, 0.3185, -0.3566, 0.3755, -0.2373, -0.5415, 0.6197, 0.0894, -0.0483, 0.4883, 0.4075, 0.0639, -0.0086, -0.1574, 0.0247, 0.3144, -0.1194, 0.1179, 0.0578, -0.2255, -0.3608, -0.4957, 0.1344, 0.2394, -0.0013, 0.3705, 0.1128, 0.2048, -0.3853, -0.2703, 0.0079, -0.0239, 0.4982]"
"penerapan algoritma k-means clustering untuk pengelompokan penyebaran penyakit tbc studi kasus
puskesmas di kabupaten jember
","[-0.279, -0.1178, 0.1123, -0.3779, -0.4221, 0.2607, -0.3711, 0.4369, 0.1148, 0.0588, -0.1387, 0.2934, 0.0998, 0.2843, -0.2284, 0.465, -0.3747, 0.1974, 0.3088, -0.3467, 0.3613, -0.2235, -0.5244, 0.6027, 0.0849, -0.043, 0.4632, 0.3933, 0.0638, -0.0102, -0.1499, 0.0233, 0.3041, -0.1091, 0.1222, 0.0517, -0.2147, -0.3514, -0.4771, 0.1288, 0.2245, -0.0089, 0.3545, 0.1094, 0.1971, -0.3705, -0.2597, 0.0064, -0.0205, 0.4729]"
penerapan fuzzy time series dalam peramalan harga minyak serai pada cv agam jaya atsiri ,"[-0.297, -0.1297, 0.1136, -0.402, -0.4351, 0.2796, -0.3895, 0.4618, 0.1213, 0.0659, -0.1461, 0.3156, 0.1059, 0.2973, -0.239, 0.4868, -0.3937, 0.2061, 0.3231, -0.3604, 0.3761, -0.2394, -0.5461, 0.6238, 0.09, -0.0457, 0.492, 0.41, 0.0623, -0.0097, -0.1587, 0.0213, 0.3202, -0.1213, 0.1226, 0.0569, -0.2271, -0.3682, -0.5025, 0.1368, 0.2398, -0.0051, 0.3741, 0.1129, 0.2085, -0.3909, -0.2713, 0.0076, -0.0241, 0.5042]"
"perbandingan kinerja algoritma gaussian naive bayes dan k-nearest neighbor (knn) dalam mengklasifikasi
penyakit hepatitis c virus (hcv) ","[-0.2817, -0.128, 0.1048, -0.3877, -0.419, 0.2627, -0.3847, 0.4393, 0.1235, 0.0708, -0.1403, 0.3161, 0.1103, 0.2951, -0.2362, 0.4763, -0.3748, 0.2043, 0.3048, -0.3486, 0.3662, -0.2395, -0.532, 0.6113, 0.0828, -0.0476, 0.4881, 0.3971, 0.0612, -0.012, -0.1441, 0.0382, 0.3145, -0.1172, 0.1051, 0.0619, -0.2236, -0.3497, -0.483, 0.1317, 0.2353, 0.0106, 0.367, 0.1166, 0.2041, -0.3813, -0.2746, 0.0048, -0.0295, 0.489]"
"perbandingan algoritma k-nearest neighbor dan gaussian naive bayes pada klasifikasi
penyakit diabetes melitus","[-0.2859, -0.1285, 0.1076, -0.3921, -0.4236, 0.2667, -0.3858, 0.4435, 0.1229, 0.0681, -0.1422, 0.3153, 0.1094, 0.2966, -0.2382, 0.4784, -0.378, 0.2055, 0.3112, -0.3525, 0.3691, -0.2378, -0.5364, 0.6152, 0.0845, -0.0482, 0.4875, 0.4024, 0.0621, -0.0117, -0.1486, 0.0335, 0.3148, -0.1178, 0.1095, 0.0593, -0.2239, -0.3558, -0.4881, 0.134, 0.2372, 0.0074, 0.3696, 0.1153, 0.2038, -0.3829, -0.2729, 0.0059, -0.0292, 0.4909]"
"preferensi konsumen terhadap produk by.u dan mpwr dengan analisis sentimen berbasis multinomial
naive bayes","[-0.2873, -0.1271, 0.1119, -0.3904, -0.4265, 0.2689, -0.3821, 0.4473, 0.1197, 0.0653, -0.1449, 0.3102, 0.1077, 0.2934, -0.2368, 0.4776, -0.3811, 0.2038, 0.3134, -0.3536, 0.3693, -0.2352, -0.538, 0.6143, 0.0861, -0.0469, 0.4838, 0.4017, 0.0621, -0.0087, -0.1548, 0.028, 0.3145, -0.1202, 0.1167, 0.0565, -0.2218, -0.3585, -0.4891, 0.1346, 0.236, -0.0003, 0.3677, 0.1138, 0.2034, -0.3821, -0.2673, 0.0081, -0.0244, 0.4914]"
text mining untuk clustering buku di perpustakaan menggunakan metode k-means,"[-0.2862, -0.1222, 0.1124, -0.3881, -0.4263, 0.2719, -0.381, 0.4479, 0.1185, 0.0627, -0.1419, 0.3065, 0.1029, 0.2908, -0.233, 0.4728, -0.3797, 0.2025, 0.3126, -0.3496, 0.3682, -0.2318, -0.5348, 0.6108, 0.0878, -0.0473, 0.4761, 0.4013, 0.0632, -0.0087, -0.1538, 0.0233, 0.3099, -0.116, 0.1189, 0.0563, -0.2214, -0.3575, -0.4872, 0.132, 0.2328, -0.0048, 0.3624, 0.1118, 0.2013, -0.378, -0.2649, 0.0077, -0.0218, 0.4881]"
"analisis qos (quality of service) pada jaringan voip dengan menggunakan protokol vpn sebagai
keamanan jaringan","[-0.2926, -0.1268, 0.1109, -0.3955, -0.4285, 0.2769, -0.3885, 0.4557, 0.1203, 0.0624, -0.1426, 0.3148, 0.106, 0.2942, -0.2375, 0.4806, -0.3852, 0.2089, 0.3158, -0.3547, 0.3738, -0.2387, -0.5446, 0.6207, 0.0912, -0.0469, 0.485, 0.4072, 0.0649, -0.008, -0.1577, 0.0216, 0.3174, -0.1205, 0.1201, 0.0568, -0.2253, -0.363, -0.4946, 0.1362, 0.2394, -0.0003, 0.3677, 0.1124, 0.2059, -0.3841, -0.2701, 0.0099, -0.0232, 0.4961]"
analisis algoritma roundrobin dan source ip hash untuk optimasi kinerja load balancing webserver ,"[-0.2901, -0.1253, 0.1122, -0.395, -0.4278, 0.2728, -0.3892, 0.453, 0.1215, 0.0638, -0.144, 0.3133, 0.1064, 0.2957, -0.2369, 0.481, -0.3862, 0.2073, 0.3145, -0.3549, 0.3736, -0.2386, -0.543, 0.6206, 0.0896, -0.0473, 0.4854, 0.4067, 0.0641, -0.0093, -0.156, 0.0242, 0.3168, -0.1193, 0.1175, 0.0581, -0.2255, -0.3618, -0.494, 0.1349, 0.237, -0.0006, 0.3682, 0.1127, 0.2061, -0.3838, -0.2706, 0.0092, -0.0229, 0.4954]"
"algoritma partitioning around medoids (pam) untuk mengelompokkan provinsi di indonesia
berdasarkan luas panen, produktivitas dan produksi padi","[-0.2928, -0.1231, 0.1201, -0.4045, -0.4559, 0.2749, -0.3942, 0.4624, 0.1204, 0.0662, -0.1491, 0.3132, 0.1077, 0.3036, -0.2457, 0.4971, -0.4008, 0.2154, 0.3328, -0.3705, 0.3867, -0.238, -0.5614, 0.6463, 0.091, -0.0465, 0.4958, 0.4205, 0.0674, -0.0102, -0.1582, 0.023, 0.3253, -0.117, 0.1337, 0.0531, -0.2269, -0.376, -0.5075, 0.1377, 0.2389, -0.0118, 0.379, 0.1175, 0.2114, -0.3964, -0.2737, 0.0021, -0.0219, 0.5056]"
"perbandingan single exponential smoothing dan metode single moving average untuk  peramalan tingkat penjualan 
batu kapur di kabupaten jember","[-0.3126, -0.1344, 0.1128, -0.4081, -0.4372, 0.2844, -0.3966, 0.4532, 0.1293, 0.0776, -0.1488, 0.3208, 0.103, 0.3002, -0.2427, 0.4951, -0.3964, 0.2073, 0.3245, -0.3622, 0.381, -0.2473, -0.5515, 0.6285, 0.0959, -0.05, 0.4969, 0.4216, 0.0565, -0.009, -0.1565, 0.0128, 0.3305, -0.1267, 0.1204, 0.0546, -0.2303, -0.3734, -0.5036, 0.1409, 0.2514, -0.0055, 0.3882, 0.1038, 0.2096, -0.3946, -0.2701, 0.0072, -0.0243, 0.5016]"
penerapan algoritma modified k-nearest neighbour (mknn) pada klasifikasi masa studi mahasiswa teknik informatika,"[-0.2881, -0.1279, 0.1086, -0.3914, -0.4265, 0.2685, -0.386, 0.4476, 0.121, 0.0666, -0.1443, 0.3153, 0.1078, 0.2977, -0.2383, 0.4795, -0.3816, 0.2061, 0.3142, -0.3546, 0.3717, -0.2384, -0.5394, 0.6173, 0.0864, -0.047, 0.4881, 0.404, 0.0629, -0.0102, -0.1503, 0.0307, 0.3149, -0.1179, 0.1125, 0.058, -0.2233, -0.3575, -0.4906, 0.1329, 0.2372, 0.005, 0.3698, 0.1139, 0.2036, -0.3835, -0.2729, 0.0061, -0.027, 0.4943]"
segmentasi daerah rentan stunting di indonesia menggunakan metode k-means,"[-0.2968, -0.1262, 0.1166, -0.4013, -0.4491, 0.2731, -0.394, 0.4594, 0.1201, 0.0655, -0.1477, 0.316, 0.1079, 0.3044, -0.246, 0.4956, -0.3958, 0.2124, 0.3281, -0.3703, 0.3826, -0.2384, -0.5581, 0.6407, 0.0901, -0.0462, 0.4964, 0.4203, 0.0664, -0.0116, -0.1551, 0.0253, 0.3257, -0.1163, 0.1261, 0.0531, -0.2291, -0.3726, -0.5055, 0.1386, 0.2398, -0.0053, 0.3791, 0.1158, 0.2101, -0.3943, -0.2783, 0.005, -0.0262, 0.5033]"
"peringkasan teks otomatis pada jurnal berbahasa indonesia dengan metode term frequency-inverse
document frequency (tf-idf)","[-0.2811, -0.1244, 0.1091, -0.3835, -0.4172, 0.2676, -0.3754, 0.4421, 0.118, 0.0625, -0.1398, 0.3054, 0.1026, 0.2874, -0.2303, 0.4668, -0.373, 0.2004, 0.3088, -0.3442, 0.3618, -0.2304, -0.5258, 0.6011, 0.0871, -0.0465, 0.4719, 0.3948, 0.0614, -0.0086, -0.1508, 0.0245, 0.3068, -0.1152, 0.115, 0.0546, -0.2184, -0.3518, -0.4792, 0.132, 0.232, -0.0002, 0.3591, 0.1108, 0.1981, -0.3739, -0.2625, 0.008, -0.0229, 0.4826]"
penerapan data mining untuk klasifikasi gaya belajarsiswa menggunakan algoritma c4.5,"[-0.2843, -0.1247, 0.108, -0.3859, -0.4189, 0.2685, -0.3795, 0.4439, 0.1191, 0.0624, -0.1387, 0.3085, 0.1037, 0.2896, -0.232, 0.4687, -0.3748, 0.2009, 0.3086, -0.3453, 0.3653, -0.2331, -0.5283, 0.6051, 0.088, -0.0461, 0.4766, 0.3969, 0.0608, -0.0086, -0.1522, 0.0252, 0.309, -0.116, 0.1124, 0.0557, -0.2214, -0.3524, -0.4817, 0.1305, 0.2332, -0.0008, 0.3625, 0.1094, 0.2001, -0.3761, -0.266, 0.0076, -0.0243, 0.4849]"
"diagnosis penyakit hepatitis c berdasarkan faktor – faktor yang mempengaruhi menggunakan metode modified k-nearst
neighbor (mknn)","[-0.2938, -0.1289, 0.1117, -0.4002, -0.4359, 0.2787, -0.3939, 0.4606, 0.1245, 0.0663, -0.1465, 0.3205, 0.1098, 0.3006, -0.241, 0.4891, -0.3915, 0.2093, 0.318, -0.3594, 0.3778, -0.2424, -0.5493, 0.6307, 0.088, -0.0469, 0.4972, 0.4099, 0.0643, -0.0089, -0.154, 0.0321, 0.3202, -0.1204, 0.1167, 0.0608, -0.2293, -0.3638, -0.5015, 0.1358, 0.2413, 0.0031, 0.3746, 0.1181, 0.2088, -0.3925, -0.2788, 0.0058, -0.0251, 0.5057]"
clustering kasus pencemaran lingkungan hidup di indonesia menggunakan algoritma fuzzy c-means ,"[-0.2937, -0.1241, 0.1175, -0.4003, -0.4454, 0.2745, -0.3928, 0.4588, 0.1203, 0.0638, -0.1452, 0.311, 0.1053, 0.3, -0.2418, 0.49, -0.3934, 0.2101, 0.3252, -0.3662, 0.3802, -0.2361, -0.5531, 0.6349, 0.09, -0.0466, 0.489, 0.4168, 0.0667, -0.0108, -0.1569, 0.0247, 0.3212, -0.1153, 0.1288, 0.053, -0.229, -0.3707, -0.5028, 0.1366, 0.2373, -0.0089, 0.3746, 0.1157, 0.209, -0.3909, -0.2738, 0.0061, -0.0229, 0.5013]"
"algoritma k-means dengan metode elbow untuk mengelompokkan kabupaten/kota di jawa tengah
berdasarkan komponen pembentuk indeks pembangunan manusia","[-0.2958, -0.1254, 0.1201, -0.403, -0.4521, 0.2759, -0.3951, 0.4643, 0.1198, 0.064, -0.1473, 0.3116, 0.106, 0.3027, -0.244, 0.4947, -0.3986, 0.2123, 0.3292, -0.3718, 0.3848, -0.2381, -0.5594, 0.6433, 0.0913, -0.0453, 0.4938, 0.4218, 0.0674, -0.0127, -0.1583, 0.025, 0.3252, -0.1166, 0.1293, 0.0547, -0.2298, -0.3757, -0.5076, 0.1379, 0.2394, -0.0093, 0.3785, 0.1162, 0.21, -0.3952, -0.2755, 0.0063, -0.0226, 0.5036]"
"analisis pengukuran tingkat keberhasilan penggunaan sistem e-learning menggunakan
metode technology acceptance model (tam) ","[-0.2849, -0.1237, 0.1094, -0.3831, -0.4177, 0.2694, -0.3767, 0.4413, 0.1185, 0.0605, -0.1385, 0.3061, 0.1036, 0.2869, -0.2308, 0.4659, -0.3719, 0.2004, 0.3077, -0.3428, 0.3614, -0.2299, -0.5244, 0.6002, 0.0866, -0.0472, 0.4711, 0.3957, 0.0613, -0.0079, -0.1515, 0.0231, 0.3052, -0.1158, 0.115, 0.0542, -0.2191, -0.3523, -0.4789, 0.1318, 0.2325, -0.0004, 0.3591, 0.1102, 0.1991, -0.3729, -0.2622, 0.0089, -0.0236, 0.4806]"
"algoritma fuzzy c-means untuk pengelompokkan provinsi di indonesia berdasarkan jumlah desa yang
memiliki prasarana kesehatan","[-0.2935, -0.1233, 0.1198, -0.4017, -0.4511, 0.2723, -0.3928, 0.4603, 0.1191, 0.0644, -0.1481, 0.3111, 0.1062, 0.303, -0.2444, 0.4936, -0.3963, 0.2129, 0.3289, -0.3704, 0.3834, -0.236, -0.5579, 0.6403, 0.0882, -0.045, 0.4923, 0.4179, 0.0678, -0.0125, -0.1572, 0.0272, 0.3244, -0.1145, 0.1303, 0.0543, -0.2268, -0.3739, -0.5057, 0.138, 0.2361, -0.0088, 0.3756, 0.1175, 0.2088, -0.3937, -0.2761, 0.0043, -0.0232, 0.5009]"
"algoritma fuzzy c-means dengan metode elbow untukmengelompokkan kepolisian provinsi di indonesia
berdasarkan jumlah kasus (crime total, crime cleared, crime rate, clearance rate)","[-0.3064, -0.1297, 0.1272, -0.4142, -0.4639, 0.2846, -0.4062, 0.4784, 0.1213, 0.0657, -0.1515, 0.3247, 0.1129, 0.3128, -0.253, 0.5102, -0.4106, 0.2183, 0.3399, -0.3826, 0.3993, -0.2406, -0.5763, 0.6598, 0.0937, -0.0474, 0.5108, 0.4347, 0.0697, -0.0115, -0.1664, 0.0247, 0.3295, -0.1192, 0.1364, 0.0523, -0.2355, -0.3848, -0.5211, 0.1447, 0.247, -0.0076, 0.3864, 0.1259, 0.2169, -0.4095, -0.2886, 0.0066, -0.0296, 0.5226]"
penerapan algoritma c4.5 untuk memprediksi kelulusan mahasiswa fakultas teknik,"[-0.286, -0.1263, 0.1082, -0.388, -0.4231, 0.2712, -0.3826, 0.4471, 0.1196, 0.063, -0.1407, 0.311, 0.1048, 0.2928, -0.233, 0.4748, -0.3789, 0.2036, 0.3109, -0.3483, 0.3696, -0.2363, -0.5344, 0.6114, 0.0886, -0.047, 0.482, 0.401, 0.0608, -0.0076, -0.1533, 0.0263, 0.3111, -0.1174, 0.1123, 0.0568, -0.2211, -0.3553, -0.4857, 0.1317, 0.2348, 0.0005, 0.3678, 0.111, 0.2023, -0.379, -0.2692, 0.007, -0.0238, 0.4907]"
pembobotan kualitas aplikasi video conference berbasis iso 25010 menggunakan metode analytic hierarchy process,"[-0.2901, -0.1261, 0.1113, -0.3925, -0.4267, 0.2736, -0.3841, 0.4516, 0.1208, 0.0618, -0.1417, 0.3121, 0.1057, 0.2928, -0.2353, 0.4772, -0.3822, 0.2047, 0.3142, -0.3519, 0.3707, -0.2361, -0.5384, 0.6146, 0.0887, -0.0478, 0.482, 0.4035, 0.0628, -0.0081, -0.1557, 0.0247, 0.3128, -0.1176, 0.1165, 0.0565, -0.2236, -0.3592, -0.491, 0.1344, 0.2372, -0.0016, 0.367, 0.1117, 0.2028, -0.3816, -0.2676, 0.0085, -0.022, 0.4934]"
peramalan jumlah penduduk miskin di pulaujawa menggunakan metode fuzzy time series chen,"[-0.3002, -0.1297, 0.1159, -0.4047, -0.4441, 0.2811, -0.3938, 0.4658, 0.1252, 0.0657, -0.1478, 0.3179, 0.1081, 0.3008, -0.2424, 0.4924, -0.3972, 0.2098, 0.3266, -0.3646, 0.3827, -0.2425, -0.5533, 0.6323, 0.0915, -0.047, 0.4978, 0.4164, 0.0629, -0.0103, -0.1605, 0.0235, 0.323, -0.1215, 0.1253, 0.0592, -0.2298, -0.3721, -0.5086, 0.1387, 0.2437, -0.0059, 0.3782, 0.115, 0.2102, -0.3968, -0.2729, 0.0072, -0.0225, 0.5093]"
sistem pakar diagnosa hama dan penyakit tanaman padimenggunakan metode euclidean probability berbasis web,"[-0.2972, -0.1266, 0.1128, -0.4017, -0.4391, 0.283, -0.3946, 0.4642, 0.1249, 0.0641, -0.146, 0.3183, 0.1095, 0.2988, -0.2396, 0.489, -0.395, 0.2093, 0.3232, -0.36, 0.3807, -0.2399, -0.551, 0.6321, 0.0919, -0.0497, 0.4945, 0.4126, 0.064, -0.0055, -0.1588, 0.0229, 0.3191, -0.1209, 0.1241, 0.0597, -0.2282, -0.3676, -0.5054, 0.1369, 0.2416, -0.0039, 0.3746, 0.1166, 0.2104, -0.3918, -0.2724, 0.0061, -0.0227, 0.5089]"
"pengelompokkan provinsi di indonesia berdasarkan indikator kriminalitas nasional menggunakan
algoritma k-means dengan metode davies bouldin index","[-0.2996, -0.1265, 0.1213, -0.407, -0.4559, 0.2788, -0.398, 0.4684, 0.1195, 0.0647, -0.1507, 0.3181, 0.1094, 0.3077, -0.2484, 0.5013, -0.4034, 0.2151, 0.3337, -0.3745, 0.3901, -0.2391, -0.5656, 0.6486, 0.0918, -0.0463, 0.5013, 0.4253, 0.0678, -0.0111, -0.1611, 0.0261, 0.3274, -0.1178, 0.1322, 0.0548, -0.2309, -0.3784, -0.5125, 0.1406, 0.2426, -0.0081, 0.3804, 0.121, 0.2123, -0.4011, -0.2816, 0.0045, -0.0252, 0.5112]"
