judul,vektor
"penerapan algoritma fp-growth untuk menganalisa pola pembelian konsumen  pada data transaksi 
penjualan toko delima jaya","[0.6958, -0.1049, -0.0251, 0.0782, 0.0233, -0.3794, 0.8284, 0.2848, 0.2234, 0.5493, -0.1809, 0.1747, -0.2484, 0.3896, 0.3601, -0.0673, 0.3478, -0.1366, -0.2638, -0.0594, -0.2905, 0.0203, 0.0945, -0.1939, 0.4305, -0.3573, 0.1752, 0.2899, -0.6292, -0.5878, 0.2227, 0.1648, 0.3696, 0.5433, -0.2047, -0.3598, -0.0852, 0.1397, -0.2161, -0.0455, -0.0853, -0.031, 0.1515, -0.4173, 0.4401, 0.4859, 0.0568, -0.2706, 0.1654, 0.3291]"
"mapping respon publik terhadap kebijakan gubernur dki jakarta dalam penanganan covid-19 
dengan teknikanalysis sentiment menggunakan support vector machine","[0.6943, -0.1137, -0.0282, 0.0841, 0.1034, -0.309, 0.8224, 0.1919, 0.1706, 0.4428, -0.1455, 0.1847, -0.2813, 0.3894, 0.4547, -0.0497, 0.3025, -0.1005, -0.2454, -0.0626, -0.1723, 0.0406, 0.1488, -0.2631, 0.3628, -0.3755, 0.23, 0.3369, -0.6245, -0.4771, 0.2466, 0.2147, 0.2767, 0.5155, -0.1882, -0.2623, -0.1147, 0.0671, -0.1416, -0.0666, -0.0266, -0.144, 0.2226, -0.4818, 0.4465, 0.4497, 0.1118, -0.2901, 0.2225, 0.3605]"
"perbandingan algoritma k-nearest neighbor (k-nn) dan id3 untuk prediksi kelulusan mahasiswa fakultas teknik
universitas muhammadiyah jember","[0.694, -0.0776, -0.0062, 0.0648, 0.1436, -0.3363, 0.8087, 0.1799, 0.1499, 0.4061, -0.1423, 0.2691, -0.339, 0.5022, 0.5266, 0.0525, 0.3908, -0.1078, -0.2299, -0.055, -0.0982, 0.1278, 0.0916, -0.2734, 0.4426, -0.4914, 0.2455, 0.348, -0.6885, -0.4723, 0.2398, 0.209, 0.2922, 0.569, -0.2035, -0.2115, -0.0769, 0.1089, -0.2116, 0.0497, -0.0433, -0.1693, 0.1302, -0.5242, 0.5279, 0.4327, 0.0997, -0.2453, 0.2131, 0.3709]"
clustering provinsi di indonesia berdasarkan produktivitas pangan dengan algoritma fuzzy c-means ,"[0.8748, -0.0161, -0.1541, -0.0158, 0.0502, -0.621, 0.8449, 0.381, 0.2674, 0.574, -0.1514, 0.3073, -0.2185, 0.4314, 0.1966, 0.1075, 0.4602, -0.3097, -0.2412, -0.0606, -0.3207, 0.0727, -0.0144, -0.0542, 0.5969, -0.5424, 0.2311, 0.1535, -0.8011, -0.6324, 0.1567, 0.128, 0.5264, 0.6029, -0.3983, -0.3298, -0.2832, 0.424, -0.5706, 0.1199, -0.2959, 0.0889, 0.0098, -0.1996, 0.4325, 0.5445, 0.0374, -0.4208, 0.0627, 0.3712]"
analisa kemiripan judul skripsi dengan algoritma winnowing program studi teknik informatika universitas muhammadiyah jember,"[0.6136, -0.0804, -0.0091, 0.0698, 0.0563, -0.3137, 0.7525, 0.2317, 0.1766, 0.4548, -0.158, 0.1976, -0.2487, 0.3743, 0.3818, -0.0269, 0.3255, -0.1107, -0.2343, -0.0402, -0.2115, 0.0472, 0.0838, -0.2191, 0.377, -0.3489, 0.1671, 0.2957, -0.5756, -0.5136, 0.2076, 0.1609, 0.3219, 0.4954, -0.1702, -0.2882, -0.0587, 0.0961, -0.1756, -0.0307, -0.0457, -0.09, 0.1514, -0.4333, 0.4438, 0.431, 0.0637, -0.231, 0.1759, 0.3114]"
"pengelompokkan provinsi di indonesia berdasarkan kabupaten/kota yang memiliki sarana kesehatan
menggunakan algoritma partitioning around medoid dengan metode davies bouldin index","[0.8183, -0.0388, -0.1358, -0.0207, 0.0249, -0.5517, 0.812, 0.3853, 0.242, 0.5651, -0.1626, 0.2813, -0.2159, 0.4079, 0.2018, 0.0621, 0.4178, -0.2635, -0.2614, -0.0492, -0.3252, 0.0529, 0.0346, -0.0987, 0.5482, -0.4777, 0.2159, 0.1843, -0.7519, -0.6154, 0.1702, 0.1328, 0.4793, 0.5691, -0.3608, -0.3352, -0.2617, 0.3448, -0.493, 0.0636, -0.2409, 0.0745, 0.0545, -0.2331, 0.4159, 0.5288, 0.0763, -0.3924, 0.0732, 0.3527]"
implementasi metode multi attributive borderapproximation area comparison (mabac) untuk penilaian desa,"[0.6646, -0.1137, -0.0205, 0.0954, 0.0402, -0.3266, 0.7871, 0.2512, 0.1493, 0.5038, -0.1438, 0.2143, -0.2715, 0.4216, 0.4002, -0.0248, 0.3383, -0.1169, -0.2073, -0.0612, -0.2245, 0.0707, 0.0799, -0.2277, 0.3967, -0.3652, 0.1927, 0.305, -0.6438, -0.5308, 0.225, 0.197, 0.3034, 0.5193, -0.1603, -0.2885, -0.063, 0.1373, -0.2074, -0.0315, -0.0779, -0.0792, 0.1523, -0.4283, 0.4455, 0.4093, 0.1066, -0.2385, 0.1626, 0.3178]"
klasifikasi diagnosa gagal ginjal kronismenggunakan algoritma decision tree iterative dichotomiser 3 (id3),"[0.692, -0.0938, 0.0031, 0.102, 0.1715, -0.3328, 0.7911, 0.1378, 0.1133, 0.4088, -0.1098, 0.2798, -0.3609, 0.5063, 0.561, 0.0442, 0.366, -0.0831, -0.227, -0.0849, -0.079, 0.1594, 0.0986, -0.2784, 0.3979, -0.4749, 0.2737, 0.3711, -0.6703, -0.4584, 0.2668, 0.2121, 0.2284, 0.5619, -0.1758, -0.1759, -0.0858, 0.0962, -0.1802, 0.0486, -0.0341, -0.2138, 0.156, -0.5435, 0.5333, 0.4033, 0.1081, -0.2095, 0.2085, 0.3894]"
"penerapan metode cosine similarity untuk meningkatkan kinerja k-means pada pengelompokan
wilayah penanganan covid di dki jakarta","[0.7425, -0.034, -0.0872, 0.014, 0.0753, -0.4781, 0.7626, 0.2843, 0.2245, 0.497, -0.1418, 0.2624, -0.2314, 0.4036, 0.2786, 0.0535, 0.3806, -0.1969, -0.2435, -0.0531, -0.2404, 0.0749, 0.0416, -0.1282, 0.4816, -0.453, 0.2095, 0.2224, -0.6816, -0.542, 0.1776, 0.1411, 0.3902, 0.54, -0.2887, -0.2822, -0.1953, 0.2753, -0.3823, 0.0683, -0.1701, 0.0054, 0.0853, -0.2989, 0.4286, 0.4658, 0.0631, -0.3052, 0.1025, 0.3446]"
"penerapan algoritma c 4.5 untuk pembentukan tree dalam metode forward chaining untuk mendiagnosa
penyakit tanam an kopi","[0.6435, -0.105, -0.0234, 0.062, -0.0194, -0.3867, 0.7765, 0.3308, 0.1681, 0.5973, -0.1916, 0.2229, -0.2471, 0.3993, 0.3071, -0.1023, 0.3341, -0.1018, -0.3303, -0.0506, -0.3629, 0.0283, 0.0993, -0.2399, 0.4073, -0.298, 0.1543, 0.3045, -0.5665, -0.6268, 0.2176, 0.1388, 0.334, 0.5005, -0.2017, -0.3749, -0.0906, 0.1062, -0.2048, -0.0633, -0.0471, -0.0583, 0.1863, -0.4136, 0.4418, 0.5071, 0.1117, -0.196, 0.1151, 0.3596]"
"perbandingan fuzzy c-means dan k-means untuk mengelompokkan tingkat buta huruf berdasarkan
provinsi di indonesia","[0.8157, 0.01, -0.112, -0.0076, 0.1325, -0.5249, 0.7785, 0.2531, 0.2147, 0.4316, -0.1207, 0.3127, -0.2533, 0.4625, 0.3182, 0.1557, 0.4606, -0.243, -0.2061, -0.0655, -0.1528, 0.127, -0.0032, -0.1077, 0.5542, -0.6022, 0.2673, 0.1924, -0.774, -0.5109, 0.164, 0.1396, 0.43, 0.5845, -0.348, -0.2168, -0.2218, 0.3464, -0.4733, 0.1634, -0.2229, -0.0181, 0.0077, -0.291, 0.485, 0.4789, 0.0417, -0.3747, 0.1152, 0.3586]"
"analisis perbandingan performasi protokol routing spray and wait dengan protokol routing epidemic di
jaringan oportunistik menggunakan the one simulator","[0.6373, -0.0756, -0.0298, 0.11, 0.0862, -0.3548, 0.8023, 0.2116, 0.2257, 0.5045, -0.1365, 0.1895, -0.2499, 0.3893, 0.4, -0.0284, 0.3259, -0.1386, -0.2123, -0.0833, -0.2559, 0.0259, 0.0509, -0.1602, 0.402, -0.3638, 0.1449, 0.293, -0.6179, -0.5266, 0.2338, 0.183, 0.3021, 0.5235, -0.1537, -0.3223, -0.0523, 0.1563, -0.2132, -0.0115, -0.0941, -0.0589, 0.167, -0.422, 0.4087, 0.4139, 0.0701, -0.194, 0.1763, 0.3342]"
sentiment analysis komentar youtube samsung s20 menggunakan metode majority vote,"[0.6955, -0.1194, -0.0087, 0.1101, 0.1428, -0.273, 0.8254, 0.1432, 0.1423, 0.3939, -0.1181, 0.1969, -0.3111, 0.4188, 0.529, -0.0188, 0.3139, -0.0856, -0.2132, -0.0783, -0.0965, 0.0749, 0.1454, -0.2859, 0.3524, -0.4093, 0.2535, 0.3577, -0.6379, -0.4359, 0.2667, 0.2354, 0.2429, 0.5264, -0.164, -0.2087, -0.0874, 0.0497, -0.113, -0.0382, -0.0105, -0.195, 0.213, -0.5284, 0.4738, 0.4158, 0.1125, -0.2763, 0.2551, 0.3707]"
"analisis tingkat kepuasan penerimaan peserta didik baru sistem zonasi dengan menggunakan
metode pieces di smp negeri 1 genteng","[0.6292, -0.1039, -0.0254, 0.0611, -0.0142, -0.3341, 0.7571, 0.2971, 0.1695, 0.5422, -0.1759, 0.1955, -0.2445, 0.3797, 0.325, -0.0707, 0.3279, -0.0992, -0.259, -0.0344, -0.2934, 0.0228, 0.1046, -0.2383, 0.395, -0.3139, 0.1454, 0.2885, -0.5931, -0.5528, 0.1998, 0.1693, 0.3108, 0.4899, -0.1779, -0.3508, -0.071, 0.1071, -0.2012, -0.0538, -0.0584, -0.044, 0.1647, -0.4004, 0.4155, 0.442, 0.127, -0.2134, 0.131, 0.3126]"
"penerapan algoritma k-means clustering untuk pengelompokan penyebaran penyakit tbc studi kasus
puskesmas di kabupaten jember
","[0.739, -0.028, -0.1092, -0.0129, 0.0418, -0.5042, 0.7289, 0.3293, 0.2165, 0.5005, -0.15, 0.2682, -0.2138, 0.3908, 0.2143, 0.0714, 0.3956, -0.2325, -0.2385, -0.0426, -0.2678, 0.0735, 0.0165, -0.1014, 0.5036, -0.4535, 0.2028, 0.1801, -0.6781, -0.5584, 0.1557, 0.1202, 0.4283, 0.5269, -0.3313, -0.2862, -0.2165, 0.3045, -0.4364, 0.0871, -0.2073, 0.0437, 0.0316, -0.2407, 0.4103, 0.4786, 0.0552, -0.3324, 0.072, 0.3321]"
penerapan fuzzy time series dalam peramalan harga minyak serai pada cv agam jaya atsiri ,"[0.6333, -0.0731, -0.0156, 0.0805, 0.0912, -0.3659, 0.7921, 0.2173, 0.2019, 0.47, -0.1608, 0.1794, -0.2242, 0.3805, 0.3577, -0.0287, 0.3053, -0.1574, -0.2324, -0.0558, -0.2466, 0.0339, 0.086, -0.1576, 0.3929, -0.372, 0.1699, 0.2832, -0.5906, -0.516, 0.2042, 0.1597, 0.3429, 0.5092, -0.1793, -0.3119, -0.0775, 0.1703, -0.2074, -0.0361, -0.0749, -0.0567, 0.1591, -0.3931, 0.4036, 0.4446, 0.0541, -0.2351, 0.1556, 0.3013]"
"perbandingan kinerja algoritma gaussian naive bayes dan k-nearest neighbor (knn) dalam mengklasifikasi
penyakit hepatitis c virus (hcv) ","[0.781, -0.0826, 0.0434, 0.0829, 0.285, -0.3113, 0.8741, 0.0982, 0.0858, 0.2975, -0.1309, 0.3562, -0.4379, 0.5915, 0.773, 0.0998, 0.4148, -0.0625, -0.2905, -0.0638, 0.0724, 0.2337, 0.1511, -0.4023, 0.4042, -0.5858, 0.395, 0.4852, -0.7041, -0.4491, 0.3315, 0.2273, 0.2665, 0.6536, -0.2171, -0.0683, -0.1352, 0.005, -0.117, 0.0294, 0.0531, -0.3879, 0.1933, -0.723, 0.7203, 0.4951, 0.0548, -0.3221, 0.317, 0.4682]"
"perbandingan algoritma k-nearest neighbor dan gaussian naive bayes pada klasifikasi
penyakit diabetes melitus","[0.7633, -0.0838, 0.0081, 0.1123, 0.2343, -0.3133, 0.8594, 0.1189, 0.1087, 0.3293, -0.109, 0.3019, -0.3812, 0.5164, 0.672, 0.0809, 0.3908, -0.1153, -0.2183, -0.0885, 0.01, 0.1677, 0.1132, -0.3139, 0.3947, -0.5444, 0.3382, 0.4078, -0.7077, -0.4423, 0.3155, 0.2366, 0.2767, 0.6118, -0.1955, -0.1135, -0.1251, 0.0732, -0.1689, 0.0118, -0.0274, -0.2895, 0.1687, -0.6077, 0.6115, 0.4524, 0.0618, -0.3389, 0.3021, 0.4266]"
"preferensi konsumen terhadap produk by.u dan mpwr dengan analisis sentimen berbasis multinomial
naive bayes","[0.7145, -0.1038, -0.0335, 0.0903, 0.0933, -0.3465, 0.8302, 0.2376, 0.1621, 0.4652, -0.1437, 0.2188, -0.2736, 0.3938, 0.436, -0.0203, 0.3182, -0.1506, -0.2347, -0.0625, -0.2098, 0.0523, 0.1176, -0.2166, 0.3812, -0.3864, 0.2221, 0.3231, -0.6522, -0.5203, 0.2612, 0.1994, 0.3243, 0.5399, -0.1883, -0.2681, -0.1353, 0.1268, -0.213, -0.0748, -0.0797, -0.1145, 0.1927, -0.4395, 0.4491, 0.4538, 0.0774, -0.3238, 0.2059, 0.3496]"
text mining untuk clustering buku di perpustakaan menggunakan metode k-means,"[0.6549, -0.0733, -0.0504, 0.0232, -0.0188, -0.3934, 0.7678, 0.3287, 0.2041, 0.5471, -0.1845, 0.1996, -0.2184, 0.3687, 0.2629, -0.0447, 0.3583, -0.1495, -0.266, -0.0296, -0.3286, 0.0104, 0.0717, -0.1836, 0.4433, -0.3428, 0.142, 0.2445, -0.6105, -0.5925, 0.1705, 0.1335, 0.3892, 0.4964, -0.2328, -0.3674, -0.1032, 0.159, -0.2719, -0.0234, -0.0982, 0.0072, 0.1312, -0.3535, 0.4104, 0.4879, 0.0896, -0.258, 0.1127, 0.3168]"
"analisis qos (quality of service) pada jaringan voip dengan menggunakan protokol vpn sebagai
keamanan jaringan","[0.604, -0.0886, -0.0264, 0.0672, 0.0155, -0.316, 0.7443, 0.258, 0.1956, 0.5092, -0.1594, 0.1638, -0.2269, 0.3456, 0.332, -0.0744, 0.3074, -0.1036, -0.2445, -0.0516, -0.2752, -0.0047, 0.0941, -0.2022, 0.3758, -0.3033, 0.1413, 0.2773, -0.5657, -0.5271, 0.206, 0.157, 0.291, 0.4689, -0.1605, -0.3434, -0.0645, 0.091, -0.1709, -0.0539, -0.0557, -0.0438, 0.1842, -0.398, 0.3843, 0.4345, 0.0997, -0.2076, 0.1503, 0.3055]"
analisis algoritma roundrobin dan source ip hash untuk optimasi kinerja load balancing webserver ,"[0.6464, -0.0772, -0.0213, 0.0658, 0.0799, -0.3257, 0.7532, 0.2286, 0.1614, 0.4397, -0.1464, 0.2111, -0.2572, 0.383, 0.4031, -0.0159, 0.3243, -0.1113, -0.2487, -0.048, -0.1902, 0.053, 0.1019, -0.2217, 0.3762, -0.3675, 0.1989, 0.3052, -0.5927, -0.4953, 0.2303, 0.1621, 0.3031, 0.5008, -0.1868, -0.263, -0.1083, 0.0948, -0.1889, -0.0392, -0.0484, -0.1058, 0.1742, -0.4284, 0.4441, 0.4417, 0.0739, -0.2621, 0.1769, 0.328]"
"algoritma partitioning around medoids (pam) untuk mengelompokkan provinsi di indonesia
berdasarkan luas panen, produktivitas dan produksi padi","[0.8244, -0.0445, -0.1232, 0.0155, 0.0377, -0.586, 0.857, 0.3778, 0.2606, 0.591, -0.1605, 0.2822, -0.2152, 0.4087, 0.2075, 0.0576, 0.413, -0.2971, -0.2487, -0.0584, -0.3597, 0.057, 0.0066, -0.0625, 0.5512, -0.4706, 0.2009, 0.1791, -0.7433, -0.6593, 0.1748, 0.1356, 0.516, 0.5859, -0.3528, -0.3559, -0.2462, 0.3848, -0.5046, 0.0663, -0.2617, 0.0758, 0.0427, -0.2271, 0.4112, 0.5413, 0.0312, -0.3771, 0.0764, 0.3659]"
"perbandingan single exponential smoothing dan metode single moving average untuk  peramalan tingkat penjualan 
batu kapur di kabupaten jember","[0.5626, -0.03, 0.0371, 0.3066, 0.2221, -0.4883, 1.1565, 0.1517, 0.5667, 0.6343, -0.1976, 0.0931, -0.1725, 0.3291, 0.4905, -0.0684, 0.3171, -0.3422, -0.1122, -0.1783, -0.4216, -0.0577, -0.1125, 0.0945, 0.4321, -0.2824, -0.0284, 0.2829, -0.5068, -0.775, 0.2727, 0.177, 0.5796, 0.7091, -0.0379, -0.5321, 0.1557, 0.3619, -0.2039, 0.0258, -0.1626, 0.0799, 0.1523, -0.508, 0.4256, 0.4463, -0.1643, -0.0439, 0.3014, 0.3801]"
penerapan algoritma modified k-nearest neighbour (mknn) pada klasifikasi masa studi mahasiswa teknik informatika,"[0.7167, -0.0938, -0.0109, 0.0806, 0.1502, -0.332, 0.8265, 0.1703, 0.1358, 0.4163, -0.1329, 0.2777, -0.3611, 0.5274, 0.5512, 0.0565, 0.3978, -0.1034, -0.2129, -0.0654, -0.0918, 0.1371, 0.094, -0.2845, 0.4471, -0.5082, 0.2556, 0.3595, -0.7237, -0.4583, 0.2515, 0.2323, 0.2657, 0.5769, -0.1979, -0.2009, -0.0736, 0.1147, -0.2188, 0.0574, -0.0507, -0.1775, 0.137, -0.5366, 0.5211, 0.4137, 0.1262, -0.2402, 0.2174, 0.3801]"
segmentasi daerah rentan stunting di indonesia menggunakan metode k-means,"[0.8457, -0.0336, -0.1267, 0.0399, 0.1212, -0.542, 0.8325, 0.2793, 0.2282, 0.5154, -0.1097, 0.3116, -0.2752, 0.4757, 0.3301, 0.1265, 0.4374, -0.2544, -0.1862, -0.0896, -0.2122, 0.1108, -0.0056, -0.0889, 0.55, -0.5646, 0.249, 0.21, -0.8145, -0.5266, 0.2058, 0.1861, 0.3987, 0.6081, -0.3241, -0.2498, -0.2295, 0.3795, -0.4988, 0.1441, -0.2603, 0.0174, 0.0442, -0.2771, 0.4288, 0.4422, 0.0824, -0.3535, 0.109, 0.3822]"
"peringkasan teks otomatis pada jurnal berbahasa indonesia dengan metode term frequency-inverse
document frequency (tf-idf)","[0.6483, -0.0887, -0.0298, 0.0704, 0.0525, -0.3352, 0.7588, 0.2425, 0.1732, 0.4817, -0.1445, 0.2011, -0.2563, 0.3826, 0.3725, -0.029, 0.3207, -0.1161, -0.2289, -0.0547, -0.2283, 0.0405, 0.0909, -0.2057, 0.3882, -0.3576, 0.1757, 0.2866, -0.6143, -0.5034, 0.2207, 0.1805, 0.2923, 0.4974, -0.179, -0.2928, -0.0926, 0.1205, -0.2108, -0.0306, -0.0743, -0.0678, 0.1658, -0.4044, 0.4079, 0.4195, 0.0982, -0.2426, 0.16, 0.3207]"
penerapan data mining untuk klasifikasi gaya belajarsiswa menggunakan algoritma c4.5,"[0.6309, -0.0655, -0.0156, 0.044, 0.0554, -0.334, 0.729, 0.2357, 0.1793, 0.4608, -0.1591, 0.2272, -0.2679, 0.392, 0.389, -0.0068, 0.3328, -0.0854, -0.2464, -0.0209, -0.1956, 0.0729, 0.0974, -0.2362, 0.3945, -0.3668, 0.1747, 0.2972, -0.6021, -0.5026, 0.1925, 0.1652, 0.2993, 0.5099, -0.1898, -0.2877, -0.0768, 0.0937, -0.2003, -0.0042, -0.0474, -0.0891, 0.1397, -0.4321, 0.4577, 0.4178, 0.0872, -0.2202, 0.1538, 0.3066]"
"diagnosis penyakit hepatitis c berdasarkan faktor – faktor yang mempengaruhi menggunakan metode modified k-nearst
neighbor (mknn)","[0.6875, -0.0905, -0.0054, 0.0339, 0.1016, -0.3658, 0.7719, 0.2281, 0.1462, 0.4762, -0.1628, 0.2722, -0.3245, 0.4864, 0.4599, -0.0016, 0.3598, -0.0602, -0.3116, -0.0343, -0.1735, 0.1205, 0.1295, -0.2959, 0.4206, -0.4162, 0.2429, 0.3634, -0.6332, -0.5148, 0.2267, 0.1705, 0.2748, 0.5503, -0.2187, -0.255, -0.1133, 0.0772, -0.1884, 0.0199, -0.0048, -0.1537, 0.1792, -0.5106, 0.5194, 0.4671, 0.1166, -0.2023, 0.1512, 0.373]"
clustering kasus pencemaran lingkungan hidup di indonesia menggunakan algoritma fuzzy c-means ,"[0.8036, -0.0311, -0.1187, 0.0078, 0.0537, -0.536, 0.8271, 0.3382, 0.2479, 0.5503, -0.1569, 0.2707, -0.2273, 0.4231, 0.2497, 0.0625, 0.4278, -0.2505, -0.242, -0.0602, -0.2938, 0.0562, 0.0203, -0.1047, 0.5413, -0.4927, 0.2161, 0.1998, -0.7421, -0.5932, 0.1724, 0.1445, 0.4554, 0.5764, -0.3362, -0.3225, -0.2186, 0.3285, -0.4561, 0.0815, -0.2214, 0.0448, 0.0607, -0.2713, 0.4372, 0.5171, 0.0702, -0.3632, 0.0935, 0.3653]"
"algoritma k-means dengan metode elbow untuk mengelompokkan kabupaten/kota di jawa tengah
berdasarkan komponen pembentuk indeks pembangunan manusia","[0.8388, -0.0226, -0.1391, 0.0026, 0.0758, -0.561, 0.7956, 0.335, 0.2398, 0.5221, -0.1306, 0.3033, -0.2303, 0.4313, 0.2419, 0.118, 0.4338, -0.2735, -0.2081, -0.0648, -0.2531, 0.0896, -0.0048, -0.0688, 0.5549, -0.5334, 0.239, 0.1707, -0.7776, -0.5571, 0.1751, 0.1496, 0.451, 0.5856, -0.3633, -0.2773, -0.2566, 0.3902, -0.5232, 0.1244, -0.2705, 0.0601, 0.0181, -0.2179, 0.425, 0.4804, 0.0585, -0.3919, 0.0813, 0.3578]"
"analisis pengukuran tingkat keberhasilan penggunaan sistem e-learning menggunakan
metode technology acceptance model (tam) ","[0.6209, -0.0991, -0.0181, 0.0864, 0.0198, -0.3004, 0.7603, 0.2471, 0.1657, 0.5096, -0.1596, 0.1815, -0.2469, 0.3612, 0.3704, -0.0748, 0.3125, -0.0878, -0.2411, -0.0551, -0.2554, 0.0205, 0.0971, -0.24, 0.3632, -0.3138, 0.1591, 0.2985, -0.579, -0.523, 0.2186, 0.176, 0.2808, 0.4842, -0.1462, -0.3247, -0.0482, 0.075, -0.1529, -0.0633, -0.0475, -0.0879, 0.1866, -0.4343, 0.4251, 0.4262, 0.1037, -0.2141, 0.1688, 0.3199]"
"algoritma fuzzy c-means untuk pengelompokkan provinsi di indonesia berdasarkan jumlah desa yang
memiliki prasarana kesehatan","[0.8818, -0.0146, -0.1589, -0.0189, 0.0816, -0.595, 0.8162, 0.3433, 0.2359, 0.5225, -0.1268, 0.3263, -0.2401, 0.4567, 0.2346, 0.146, 0.4656, -0.2925, -0.2151, -0.07, -0.2462, 0.1056, -0.009, -0.0702, 0.5943, -0.5857, 0.2614, 0.1594, -0.8303, -0.5648, 0.1662, 0.148, 0.4756, 0.6033, -0.3955, -0.2663, -0.289, 0.425, -0.5742, 0.1524, -0.2976, 0.0642, 0.0002, -0.2086, 0.4361, 0.5, 0.0655, -0.4236, 0.0719, 0.3715]"
"algoritma fuzzy c-means dengan metode elbow untukmengelompokkan kepolisian provinsi di indonesia
berdasarkan jumlah kasus (crime total, crime cleared, crime rate, clearance rate)","[0.8648, -0.0297, -0.1201, 0.0438, 0.1375, -0.5461, 0.826, 0.2748, 0.214, 0.5085, -0.108, 0.3185, -0.2941, 0.4852, 0.3497, 0.1341, 0.4418, -0.241, -0.1855, -0.0841, -0.1816, 0.1118, 0.0002, -0.1056, 0.5365, -0.6016, 0.2702, 0.2224, -0.8393, -0.4935, 0.2166, 0.2107, 0.3728, 0.6175, -0.3244, -0.2401, -0.2341, 0.3757, -0.4921, 0.1471, -0.2588, -0.0103, 0.0498, -0.2884, 0.4414, 0.4433, 0.0952, -0.3766, 0.1095, 0.3802]"
penerapan algoritma c4.5 untuk memprediksi kelulusan mahasiswa fakultas teknik,"[0.6751, -0.091, -0.0056, 0.0827, 0.0962, -0.3245, 0.7674, 0.2032, 0.1462, 0.4588, -0.1395, 0.2519, -0.3139, 0.4534, 0.4627, 0.0162, 0.3532, -0.0671, -0.2415, -0.0403, -0.1559, 0.108, 0.1014, -0.2655, 0.4073, -0.4135, 0.2003, 0.338, -0.6596, -0.481, 0.2358, 0.1996, 0.2666, 0.5361, -0.172, -0.2505, -0.0687, 0.0974, -0.1936, 0.013, -0.036, -0.1317, 0.1613, -0.4812, 0.4765, 0.398, 0.0981, -0.2187, 0.1783, 0.335]"
pembobotan kualitas aplikasi video conference berbasis iso 25010 menggunakan metode analytic hierarchy process,"[0.6374, -0.0935, -0.0273, 0.0596, 0.0182, -0.3338, 0.7611, 0.269, 0.1914, 0.511, -0.1658, 0.1905, -0.2431, 0.3641, 0.346, -0.061, 0.313, -0.1016, -0.2605, -0.0357, -0.2635, 0.0212, 0.1086, -0.2258, 0.3844, -0.3197, 0.1595, 0.2928, -0.5933, -0.5365, 0.2057, 0.168, 0.3105, 0.4944, -0.1796, -0.3336, -0.0856, 0.095, -0.1879, -0.0576, -0.0532, -0.0568, 0.1815, -0.4122, 0.4179, 0.4464, 0.0991, -0.236, 0.1528, 0.3122]"
peramalan jumlah penduduk miskin di pulaujawa menggunakan metode fuzzy time series chen,"[0.695, -0.0645, -0.0502, 0.0771, 0.0708, -0.4527, 0.8484, 0.276, 0.2507, 0.5428, -0.169, 0.2092, -0.2263, 0.3957, 0.32, -0.0114, 0.3464, -0.2195, -0.2305, -0.0608, -0.3236, 0.0279, 0.0517, -0.1075, 0.4519, -0.39, 0.1557, 0.2548, -0.6512, -0.6016, 0.1979, 0.1637, 0.4152, 0.5496, -0.2206, -0.3624, -0.11, 0.2542, -0.3116, -0.0106, -0.142, 0.0117, 0.1263, -0.3523, 0.4084, 0.473, 0.0494, -0.2605, 0.1318, 0.3202]"
sistem pakar diagnosa hama dan penyakit tanaman padimenggunakan metode euclidean probability berbasis web,"[0.6276, -0.1202, -0.0187, 0.0679, -0.049, -0.3988, 0.7986, 0.3661, 0.174, 0.639, -0.2089, 0.21, -0.2316, 0.3791, 0.2758, -0.1469, 0.3268, -0.1142, -0.3565, -0.0495, -0.43, 0.0009, 0.1071, -0.2433, 0.3931, -0.2455, 0.1324, 0.3107, -0.5288, -0.6848, 0.2161, 0.1223, 0.3672, 0.4923, -0.1991, -0.4187, -0.0958, 0.0938, -0.192, -0.1044, -0.0353, -0.0441, 0.2002, -0.4112, 0.4427, 0.5476, 0.1057, -0.187, 0.1038, 0.3735]"
"pengelompokkan provinsi di indonesia berdasarkan indikator kriminalitas nasional menggunakan
algoritma k-means dengan metode davies bouldin index","[0.8598, -0.0283, -0.129, 0.017, 0.1025, -0.5564, 0.8349, 0.3086, 0.2345, 0.5287, -0.1238, 0.3092, -0.2677, 0.4612, 0.3, 0.116, 0.4422, -0.2569, -0.2113, -0.0772, -0.232, 0.0947, 0.009, -0.0977, 0.5567, -0.5683, 0.254, 0.2027, -0.8197, -0.5489, 0.1951, 0.18, 0.4213, 0.6065, -0.3434, -0.2737, -0.2463, 0.3749, -0.5043, 0.1274, -0.26, 0.0226, 0.045, -0.2686, 0.4379, 0.4782, 0.0818, -0.3843, 0.1002, 0.3759]"
klasifikasi data penderita breast cancer menggunakan metode gaussian naive bayes,"[0.8151, -0.0896, -0.0336, 0.1332, 0.2213, -0.3902, 0.8488, 0.1424, 0.1229, 0.4601, -0.0763, 0.3291, -0.407, 0.5467, 0.6185, 0.0813, 0.385, -0.1162, -0.2074, -0.1282, -0.0668, 0.1751, 0.0985, -0.2496, 0.4407, -0.5534, 0.315, 0.3914, -0.8083, -0.4618, 0.3321, 0.2601, 0.2022, 0.6294, -0.1972, -0.1699, -0.1541, 0.163, -0.2647, 0.0725, -0.107, -0.2071, 0.1747, -0.5293, 0.5244, 0.392, 0.1412, -0.2576, 0.2167, 0.4224]"
